pagina,moneda,precio,expensas,direccion,dorm,mts,extras,tipo,url,descripcion
INMOBUSQUEDAS,$,300000,50000,"51 n°1288 e/ 20 y 21 plaza islas malvinas, la plata (casco urbano), pdo. de la plata",-,35,"['monoamb', 'garage no']",departamento,https://www.inmobusqueda.com.ar/ficha-481040,"departamento monoambiente excelente ubicación zona plaza malvinas el departamento cuenta con aire acondicionado frío calor, se le acaba de colocar una co..."
INMOBUSQUEDAS,$,300000,0,"17 e/ 55 y 56 la plata (casco urbano), pdo. de la plata",1,35,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-483187,"alquiler de departamento en planta baja. te presentamos este departamento ubicado en planta baja, en un espacio interno que garantiza tranquilidad. est..."
INMOBUSQUEDAS,$,300000,20000,"av 1 e/ 77 y 76 barrio jardin, villa elvira, pdo. de la plata",1,45,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-483522,"una unidad disponible departamento d alquiler departamento de un dormitorio, ubicado en primer piso por escalera, baño completo . excelente ubic..."
INMOBUSQUEDAS,$,300000,9000,"dg 74 n°1050 e/ 5 y 6 plaza italia, la plata (casco urbano), pdo. de la plata",1,43,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-483932,"departamento en planta alta interno compuesto de: living comedor cocina, con artefacto de cocina, mueble bajo mesada, mesada con pileta, termotanque, baño..."
INMOBUSQUEDAS,$,300000,0,"54 y 14 plaza moreno, la plata (casco urbano), pdo. de la plata",1,42,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-483983,"oportunidad!! se alquila depto de un dormitorio en el centro de la ciudad ccale 54 esq 14 frente a plaza moreno! todas las lines de colectivos, amplio cir..."
INMOBUSQUEDAS,,consulte,50000,"66 n°141 e/ 119 y 120 mondongo, la plata (casco urbano), pdo. de la plata",1,55,['garage si'],departamento,https://www.inmobusqueda.com.ar/ficha-484593,"66 y 119.otros desde $ 300.000 de (1) dormitorio.-(3/41),(12/39),(21/40),(45/6),(45/20) 66 y 119.(fotos del aviso) alquiler departamento semipiso ..."
INMOBUSQUEDAS,$,300000,46000,"av. 25 n°1932 e/ 71 y 72 la plata (casco urbano), pdo. de la plata",1,42,['garage descubierta'],departamento,https://www.inmobusqueda.com.ar/ficha-484786,"departamento en primer piso al contrafrente. living comedor , cocina con barra, muebles bajo mesada, conexión para lavarropas, baño completo, dormitorio c..."
INMOBUSQUEDAS,$,300000,0,"120 e/ 68 y 69 la plata (casco urbano), pdo. de la plata",1,48,['garage si'],departamento,https://www.inmobusqueda.com.ar/ficha-485255,"alquiler excelente depto de 1 dorm 120 e/ 68 y 69 1 dormitorio amplio, un baño completo, livingcomedor luminoso, cocina equipa..."
INMOBUSQUEDAS,$,300000,0,"diag. 79 y 56 la plata (casco urbano), pdo. de la plata",1,45,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-485327,"amplio departamento ubicado en una inmejorable zona de la ciudad, en diagonal 79 y 56. cuenta con 1 dormitorio, con placard con frente e interior. ademá..."
INMOBUSQUEDAS,$,300000,0,"49 e/ 2 y 3 la plata (casco urbano), pdo. de la plata",-,35,"['monoamb', 'garage no']",departamento,https://www.inmobusqueda.com.ar/ficha-485567,"monoambiente ubicado en una gran zona de la ciudad, muy próxima a las facultades, en calle 49 e/ 2 y 3. cuenta con un amplio espacio de cocina-living-co..."
INMOBUSQUEDAS,$,300000,0,"66 e/ 9 y 10 la plata (casco urbano), pdo. de la plata",-,30,"['monoamb', 'garage no']",departamento,https://www.inmobusqueda.com.ar/ficha-486724,"departamento monoambiente con balcon, muy luminoso. ubicado sobre avenida 66 muy buena zona"
INMOBUSQUEDAS,$,300000,5000,"10 y 67 la plata (casco urbano), pdo. de la plata",1,48,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-487263,"10 esq67: 2 do piso por escalera al frente. cocina comedor, dormitorio amplio sin placard. baño c/ antebaño."
INMOBUSQUEDAS,$,300000,51000,"31 e/ 522 y 523 tolosa, pdo. de la plata",2,60,['garage descubierta'],departamento,https://www.inmobusqueda.com.ar/ficha-487414,"31 y 522: depto en pb de dos dormitorios en complejo cerrado. cocina separada con lavadero, comedor con balcon. baño c/ ducha ambos dormitorios c/ plac ..."
INMOBUSQUEDAS,$,300000,6000,"131 e/ 81 y 82 altos de san lorenzo, pdo. de la plata",2,55,['garage si'],departamento,https://www.inmobusqueda.com.ar/ficha-488022,departamento dos dormitorios más un escritorio baño completo living comedor lavadero separado cubierto el departamento cuenta con cochera y baulera...
INMOBUSQUEDAS,$,300000,20000,"72 n°380 e/ 2 y 3 la plata (casco urbano), pdo. de la plata",1,32,"['33.32 mts', 'garage no']",departamento,https://www.inmobusqueda.com.ar/ficha-488312,"alquiler $.300.000.+ expensas $.20.000.+ apr $.4.100.- departamento en segunda torre, 1º piso por escalera. living-comedor con pisos de cerámico, c..."
INMOBUSQUEDAS,$,300000,22900,"8 n°1575 e/ 64 y 65 plaza españa, la plata (casco urbano), pdo. de la plata",2,50,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-488562,"departamento primer piso por escalera, tipo duplex, compuesto en 1º nivel de: living-cocina-comedor, con artefacto de cocina, calefon, mueble bajo mesda, ..."
INMOBUSQUEDAS,,consulte,20500,"23 n°171 e/ 34 y 35 la plata (casco urbano), pdo. de la plata",1,45,[],departamento,https://www.inmobusqueda.com.ar/ficha-489069,"departamento en segunda torre 2 por escalera, tercer piso al contrafrente, posee estar comedor, cocina separada, lavadero separado, dormitorio con placard ..."
INMOBUSQUEDAS,$,300000,0,"5 n°460 e/ 41 y diag 74 la plata (casco urbano), pdo. de la plata",-,30,"['monoamb', 'garage no']",departamento,https://www.inmobusqueda.com.ar/ficha-489310,"excelente monoambiente en alquiler, zona calle 5 n*460 entre 41 y diag 74. muy luminoso y amplio, al frente con un gran balcon, el cual tiene una parte cu..."
INMOBUSQUEDAS,$,300000,15000,"12 e/ 38 y 39 centro calle 8, la plata (casco urbano), pdo. de la plata",1,40,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-489540,"12 y 39.y otros (12/39),(),(45/6),(66/119) de (1) dormitorio 12 y 39 (fotos del aviso) alquiler departamento pa c/fte (2do piso c/fte,torre2) am..."
INMOBUSQUEDAS,$,300000,100000,"10 e/ 49 y 50 la plata (casco urbano), pdo. de la plata",1,60,['garage no'],duplex,https://www.inmobusqueda.com.ar/ficha-489589,"10 y 49 duplex c/ terraza propia, vista panoramica $300.000 sin garantia!!! 10 y 49 duplex con terraza propiavista panoramicaliving/comedor amplio..."
INMOBUSQUEDAS,$,300000,60000,"64 e/ 15 y 16 la plata (casco urbano), pdo. de la plata",-,30,"['monoamb', 'garage no']",departamento,https://www.inmobusqueda.com.ar/ficha-490796,"excelente monoambiente en contra frente ubicado en calle 64 e/ 15 y 16, a metros del parque saavedra. amplio ambiente, cocina integrada con mueble bajo ..."
INMOBUSQUEDAS,$,300000,40000,"61 n°428 e/ 3 y 4 la plata (casco urbano), pdo. de la plata",1,40,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-491090,excelente y amplio departamento de un dormitorio con living comedor y cocina separada. consulte
INMOBUSQUEDAS,$,300000,58000,"67 e/ 1 y 2 plaza mateu, la plata (casco urbano), pdo. de la plata",-,30,"['monoamb', 'garage no']",departamento,https://www.inmobusqueda.com.ar/ficha-491484,"alquilamos! excelente monoambiente, muy luminoso. ambiente unico con doble ventilacion, y balcon. cocina completa, equipada con muebles sobre y bajo mes..."
INMOBUSQUEDAS,$,300000,40000,"69 n°88 e/ 118 y 119 policlínico, la plata (casco urbano), pdo. de la plata",-,36,"['monoamb', 'garage no']",departamento,https://www.inmobusqueda.com.ar/ficha-492191,"mono ambiente al contrafrente segundo piso x escalera , con cocina amueblada, baño completo ! tiene ventana separada para dividir el ambiente en un dormi. ..."
INMOBUSQUEDAS,$,300000,50000,"58 n°684 e/ 8 y d73 plaza rocha, la plata (casco urbano), pdo. de la plata",1,38,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-492579,departamento en alquiler zona universitaria muy buena conexión con universidades del bosque plaza rocha a 4 cuadras de plaza moreno. dormitorio ...
INMOBUSQUEDAS,$,300000,20000,"63 n°409 e/ 3 y 4 la plata (casco urbano), pdo. de la plata",-,30,"['monoamb', 'garage no']",departamento,https://www.inmobusqueda.com.ar/ficha-492698,alquiler monoambiente. amplio ambiente con cocina integrada. lavadero integrado en la cocina. baño completo con bañera. balcon al frente. con aire ...
INMOBUSQUEDAS,$,300000,50000,"4 e/ 54 y 55 zona universidades bosque, la plata (casco urbano), pdo. de la plata",-,35,"['monoamb', 'garage no']",departamento,https://www.inmobusqueda.com.ar/ficha-492780,"monoambiente moderno en alquiler, aire acondicionado muy luminoso, zona soho la plata calle 4 entre 54 y 55 , piso 9. 35 m2, inicio contrato $300.000.a..."
INMOBUSQUEDAS,$,300000,50000,"54 e/ 2 y 3 la plata (casco urbano), pdo. de la plata",1,40,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-492994,departamento de un dormitorio excelente ubicación piso sexto living comedor cocina separada baño completo estufa tiro balanceado
INMOBUSQUEDAS,$,300000,20000,"63 n°409 e/ 3 y 4 la plata (casco urbano), pdo. de la plata",-,30,"['monoamb', 'garage no']",departamento,https://www.inmobusqueda.com.ar/ficha-493053,"disponible en marzo, se puede coordinar visitas. monoambiente al frente, 4° piso por ascensor. la cocina tiene sobremesada y bajomesada. baño con bañera. ..."
INMOBUSQUEDAS,$,300000,0,"diag 113 n°124 e/ 64 y 65 zona universidades bosque, la plata (casco urbano), pdo. de la plata",1,50,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-370455,"calistro flores servicios inmobiliarios alquila en diagonal 113 nº124 (64 y 65), departamento,frente, 50 metros cuadrados excelente estado, 10 antigüedad..."
INMOBUSQUEDAS,$,300000,10000,"13 e/ 528 y 529 tolosa, pdo. de la plata",1,50,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-275140,"departamento interno, tipo casita, no paga expensas. posee un dormitorio muy amplio con placard. cocina comedor, y living comedor, en entre piso se puede h..."
INMOBUSQUEDAS,$,300000,0,"diagonal 74 y 35 plaza alsina, la plata (casco urbano), pdo. de la plata",1,45,['garage si'],ph,https://www.inmobusqueda.com.ar/ficha-297583,ph al frente patio con entrada para auto pequeño-un dormitorio con placardcocina comedorbaño completo- sin expensasabsa incluida en el valor del...
INMOBUSQUEDAS,$,300000,17000,"8 e/ 42 y 43 plaza italia, la plata (casco urbano), pdo. de la plata",1,42,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-217993,departamento de 1 dormitorio en alquiler. ubicado en un 1er piso por escalera en un 2do bloque de edificios con 4 departamentos. acceso interno. cuenta con...
INMOBUSQUEDAS,$,300000,0,"47 n°1778 e/ 30 y 31 la plata (casco urbano), pdo. de la plata",1,42,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-151637,"*¡tu nuevo hogar te espera!* se alquila hermoso departamento en segundo piso, ubicado en la intersección de 47 e 30 y 31. ϫ..."
INMOBUSQUEDAS,$,300000,58000,"56 e/ 14 y 15 la plata (casco urbano), pdo. de la plata",1,40,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-253339,"departamento un dormitorio, con placard, living comedor , lavadero separado cubierto. sexto piso, contrafrente. baño con bañera. en el detalle de est..."
INMOBUSQUEDAS,$,300000,0,"78 e/ 132 y 133 cementerio, altos de san lorenzo, pdo. de la plata",-,35,"['monoamb', 'garage optativa']",ph,https://www.inmobusqueda.com.ar/ficha-185407,"excelente monoambiente tipo casa, al frente. un patio con parrilla propio pequeño, baño con ducha, cocina separada con muebles completos y artefacto de coc..."
INMOBUSQUEDAS,$,300000,25000,"60 n°327 e/ 1 y 2 zona universidades bosque, la plata (casco urbano), pdo. de la plata",1,35,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-202349,"departamento de 1 dormitorio con amplio placard, piso de parquet y balcón al contrafrente, living comedor, cocina separada y baño. zona facultades. apto es..."
INMOBUSQUEDAS,,consulte,70000,"53 n°1071 e/ 16 y 17 plaza moreno, la plata (casco urbano), pdo. de la plata",-,30,"['monoamb', 'garage no']",departamento,https://www.inmobusqueda.com.ar/ficha-303627,monoambiente con cocina (con muebles sobre y bajo mesada) separada por barra con baño completo y balcon.- lasd fotos son solo ilustrativas. se alquila sin...
INMOBUSQUEDAS,$,310000,0,"4 bis e/ 516 y 517 ringuelet, pdo. de la plata",1,35,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-485712,"departamento de 2 ambientes en alquiler, amueblado, con cocina-comedor equipado con anafe, horno separado y bajo mesada. cuenta con estufa, baño completo y..."
INMOBUSQUEDAS,$,310000,36000,"6 n° 57 e/ 33 y 34 dpto 5b la plata (casco urbano), pdo. de la plata",1,38,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-479571,"departamento de un dormitorio, contrafrente, excelente ubicacion, muy luminoso, el contrato puede ser por 12 meses alberto dacal propiedades: có..."
INMOBUSQUEDAS,$,310000,27000,"39 n°523 e/ 5 y 6 la plata (casco urbano), pdo. de la plata",1,36,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-486351,departamento 1 dormitorio contrato locación 24 meses con ajustes cuatrimestrales icl
INMOBUSQUEDAS,$,310000,2000,"34 n°630 e/ 7 y 8 barrio norte, la plata (casco urbano), pdo. de la plata",-,30,"['monoamb', 'garage no']",departamento,https://www.inmobusqueda.com.ar/ficha-307507,monoambiente moderno y luminoso. excelente estado.
INMOBUSQUEDAS,$,310000,0,"9 y 68 a estrenar plaza españa, la plata (casco urbano), pdo. de la plata",-,36,"['monoamb', 'garage no']",departamento,https://www.inmobusqueda.com.ar/ficha-327369,alquiler monoambiente a estrenar. muebles sobre y bajo mesada. planta baja al frente. apto profesional. sin expensas.
INMOBUSQUEDAS,$,310000,30000,"plaza italia n°185 e/ diag 77 y 44 plaza italia, la plata (casco urbano), pdo. de la plata",1,50,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-392134,departamento de un dormitorio. excelente ubicación y luminoso. departamento de un dormitorio en el 7mo piso por ascensor. living comedor con ventanal doble...
INMOBUSQUEDAS,$,310000,59000,"8 n°137 e/ 34 y 35 barrio norte, la plata (casco urbano), pdo. de la plata",-,32,"['monoamb', 'garage no']",departamento,https://www.inmobusqueda.com.ar/ficha-488594,hermoso monoambiente nuevo pisos de madera placard cocina con lavadero incorporado baño completo con bañera balcon con parrilla contrato por dos añ...
INMOBUSQUEDAS,$,310000,35000,"27 n°1617 e/ 65 y 66 parque castelli, la plata (casco urbano), pdo. de la plata",-,38,"['monoamb', 'garage no']",departamento,https://www.inmobusqueda.com.ar/ficha-489421,"alquilamos monoambiente a dos cuadras del parque castelli y una de av. 66. está ubicado en 3er piso a contrafrente, es por escalera. cuenta con cocina sep..."
INMOBUSQUEDAS,$,310000,30000,"27 n°1617 e/ 65 y 66 parque castelli, la plata (casco urbano), pdo. de la plata",-,38,"['monoamb', 'garage no']",departamento,https://www.inmobusqueda.com.ar/ficha-491436,"alquilamos monoambiente a dos cuadras del parque castelli y una de av. 66. está ubicado en 3er piso a contrafrente, es por escalera. cuenta con cocina sep..."
INMOBUSQUEDAS,$,310000,0,"diag 77 e/ 5 y 6 zona universidades centro, la plata (casco urbano), pdo. de la plata",-,50,"['monoamb', 'garage si']",departamento,https://www.inmobusqueda.com.ar/ficha-423458,excelente ubicación. zona facultades. cerca de zona comercial calle 8. monoambiente muy luminoso . apto uso profesional o vivienda. ventilación cruzada. pi...
INMOBUSQUEDAS,$,315000,0,"38 y 14 plaza belgrano, la plata (casco urbano), pdo. de la plata",-,25,"['monoamb', 'garage no']",departamento,https://www.inmobusqueda.com.ar/ficha-491963,"monoambiete luminoso, cocina separada por barra desayunadora, sin cocina de cocinar, posee aire acondicionado frio calor, baño completo con toilette."
INMOBUSQUEDAS,$,320000,0,"67 e/ 1 y 2 la plata (casco urbano), pdo. de la plata",1,45,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-457211,"excelente departamento de un dormitorio ubicado en primer piso cuenta con cocina, liv-comedor con patio, lavadero, baño completo, dormitorio muy luminos..."
INMOBUSQUEDAS,$,320000,0,"diagonal 80 n°323 e/ 116 y 117 la plata (casco urbano), pdo. de la plata",2,55,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-483951,"departamento 2 dormitorios (con placard) al frente, 10° piso . living-comedor, cocina, baño, lavadero."
INMOBUSQUEDAS,$,320000,0,"39 n°691 e/ 8 y 9 la plata (casco urbano), pdo. de la plata",1,45,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-486942,"calle 39 n.º 691 e/ 8 y 9. piso 1. depto b. 43 metros cubiertos. departamento al frente con balcon, living comedor, cocina,con artefacto electrico, mueble..."
INMOBUSQUEDAS,$,320000,52000,"50 n°470 1/2 e/ 4 y 5 la plata (casco urbano), pdo. de la plata",-,35,"['monoamb', 'garage no']",departamento,https://www.inmobusqueda.com.ar/ficha-489309,"excelente monoambiente luminoso con placard, cocina integrada con pasaplatos y baño completo. tiene aire acondicionado."
INMOBUSQUEDAS,$,320000,20000,"9 e/ 63 y 64 la plata (casco urbano), pdo. de la plata",1,40,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-489616,"alquilo departamento 2º piso por escalera al frente, 1 habitación, cocina, comedor y baño. a pocas cuadras de la facultad de bellas artes"
INMOBUSQUEDAS,$,320000,55000,"44 n°1136 e/ 17 y 18 plaza azcuenaga, la plata (casco urbano), pdo. de la plata",-,36,"['monoamb', 'garage no']",departamento,https://www.inmobusqueda.com.ar/ficha-489731,"nuevo, luminoso, excelente ubicacion. ambiente unico, con zona de cocina y baño completo. pisos de porcelanatto, carpintería de pvc, agua caliente central..."
INMOBUSQUEDAS,$,320000,89000,"44 n°306 e/ 1 y 2 la plata (casco urbano), pdo. de la plata",2,52,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-489761,"departamento externo, dos dormitorios, living comedor, cocina, lavadero y baño.-"
INMOBUSQUEDAS,$,320000,15600,"137 y 520 san carlos, pdo. de la plata",1,50,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-489808,"departamento de 1 dormitorio en avenida 137 y 520, la plata el mismo cuenta con living/comedor con cocina integrada con muebles bajomesada e instalación p..."
INMOBUSQUEDAS,$,320000,60000,"54 e/ 2 y 3 zona universidades centro, la plata (casco urbano), pdo. de la plata",1,43,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-491171,"departamento de un dormitorio con placar, living comedor, cocina con lavadero. baño completo."
INMOBUSQUEDAS,$,320000,25000,"61 e/ 1 y 115 zona universidades bosque, la plata (casco urbano), pdo. de la plata",1,32,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-491406,"departamento en planta baja al frente. estar cocina comedor, dormitorio (sin placar), baño completo y patio con lavadero semicubierto-"
INMOBUSQUEDAS,$,320000,62400,"5 y 57 la plata (casco urbano), pdo. de la plata",1,45,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-491555,"5 esq. 57: excelente ubicación. cocina separada y lavadero, living comedor, 1 dormitorio c/ plac, baño completo."
INMOBUSQUEDAS,$,320000,48000,"121 e/ 46 y 47 zona universidades bosque, la plata (casco urbano), pdo. de la plata",2,50,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-491971,departamento en alquiler 2 dormitorios calle 124 e/ 46 y 47 excelente zona de facultades bajas expensas que incluye agua y luz 2 dormitorios balcón ...
INMOBUSQUEDAS,$,320000,26000,"23 n°1383 e/ 60 y 61 parque castelli, la plata (casco urbano), pdo. de la plata",2,40,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-492498,"departamento en alquiler ubicado en calle 23 n° 1383 1/2 e/ 60 y 61. se emplaza en el 2do. piso, interno, por escalera. tiene un dormitorio de 3,25 m. p..."
INMOBUSQUEDAS,$,320000,32000,"4 n°697 y 46 la plata (casco urbano), pdo. de la plata",1,40,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-492602,"departamento 2do piso , un dormitorio con placard, living comedor, cocina separada comoda, baño completo con bañera. frente. expensas aprox $ 32.000 ..."
INMOBUSQUEDAS,$,320000,35000,"2 n°1631 e/ 65 y 66 la plata (casco urbano), pdo. de la plata",1,37,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-492678,"departamento 1 dormitorio con placard, baño completo con bañera, cocina semi separada, 2do piso por escalera, contrafrente. expensas aprox $35,000 incluy..."
INMOBUSQUEDAS,$,320000,25000,"17 n° 222 depto pbb e/ 36 y 37 la plata (casco urbano), pdo. de la plata",-,39,"['monoamb', 'garage no']",departamento,https://www.inmobusqueda.com.ar/ficha-327847,"amplio monoambiente en planta baja del segundo cuerpo. orientacion noroeste. vista a un patio interno.excelente estado, luminarias colocadas, aire acondici..."
INMOBUSQUEDAS,$,320000,45000,"56 n° 537 e/ 5 y 6 piso 9 depto c la plata (casco urbano), pdo. de la plata",1,45,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-340577,"buen departamento al contra frente con un dormitorio con placard, living amplio con aire acondicionado frio calor, cocina separada, baño completo y..."
INMOBUSQUEDAS,$,320000,35000,"63 nro. 345 entre 1 y 2 (2° a) la plata (casco urbano), pdo. de la plata",1,40,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-369499,"departamento de un dormitorio. cuenta con living comedor con cocina sectorizada, balcon al frente, baño completo, dormitoroio con placard y escritor..."
INMOBUSQUEDAS,$,320000,120000,"61 n° 339 entre 1 y 2 la plata (casco urbano), pdo. de la plata",-,8,"['monoamb', '33.8 mts', 'garage no']",departamento,https://www.inmobusqueda.com.ar/ficha-418205,monoanbiente en alquiler nuevo. ubicado en el séptimo piso al contrafrente. cuenta con sala de estar/comedor con frente de placard embutido. cocina ...
INMOBUSQUEDAS,$,320000,15000,"55 n° 560 e/ 6 y 7 dpto 6a la plata (casco urbano), pdo. de la plata",2,0,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-465909,amplio departamento céntrico. buen estado. alberto dacal propiedades: código de la propiedad argentina | g.b.a. ...
INMOBUSQUEDAS,$,320000,28000,"144 n° 1371 depto 2a e/ 60 y 61 los hornos, pdo. de la plata",2,88,['garage si'],departamento,https://www.inmobusqueda.com.ar/ficha-474053,departamento de dos dormitorios y dos baños. muy luminoso. amplios ambientes. con cochera alberto dacal propiedades: código de la propiedad ...
INMOBUSQUEDAS,$,320000,40000,"10 n° 1926 depto pb13 e/ 71 y 72 la plata (casco urbano), pdo. de la plata",1,68,"['31.68 mts', 'garage no']",departamento,https://www.inmobusqueda.com.ar/ficha-486174,torre 2. departamento de un dormitorio con placard. cocina con bajo mesada. patio de 6 x 4. buen estado. alberto dacal propiedades: código de la pr...
INMOBUSQUEDAS,$,320000,0,"67 n°18 dto 4 e/ 119 y boulevard la plata (casco urbano), pdo. de la plata",1,39,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-486238,"oportunidad de dpto interno, ingreso por pasillo, patio, cocina comedor integrado, baño, amplio dormitorio con placard. ideal inversor, zona faculta..."
INMOBUSQUEDAS,$,320000,0,"calle 75 al 100 villa elvira, pdo. de la plata",1,00,"['40.00 mts', 'garage no']",ph,https://www.inmobusqueda.com.ar/ficha-489125,"venta de ph 1 dormitorio en villa elvira, la plata ubicado en calle 75 entre 119 y 120, la plata. posee 1 dormitorio,..."
INMOBUSQUEDAS,$,320000,75000,"69 nro. 1177 entre 18 y 19 (3°a) la plata (casco urbano), pdo. de la plata",1,45,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-489603,"departamento de 1 dormitorio. cuenta con living comedor con balcon al frente, cocina separada, lavadero cubierto, baño completo, dormitorio con plac..."
INMOBUSQUEDAS,$,320000,32000,"7 n° 1209 depto 3a e/ 57 y 58 la plata (casco urbano), pdo. de la plata",2,58,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-367973,al frente. luminoso alberto dacal propiedades: código de la propiedad argentina | g.b.a. zona sur | la plata | la plata
INMOBUSQUEDAS,$,320000,32000,"6 n° 278 depto 3c e/ 37 y 38 la plata (casco urbano), pdo. de la plata",1,50,['garage si'],departamento,https://www.inmobusqueda.com.ar/ficha-351244,"amplio, luminoso. excelente ubicación. con cochera alberto dacal propiedades: código de la propiedad 2700 argentina | g.b.a. zona sur | la p..."
INMOBUSQUEDAS,$,320000,10000,"56 e/ 3 y 4 n° 418 depto 2a la plata (casco urbano), pdo. de la plata",1,58,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-465920,"excelente departamento con con amplio baño tricompartimentado reciclado a nuevo, living comedor, cocina con espacio para lavarropa y dormitorio con ..."
INMOBUSQUEDAS,$,320000,40000,"4 n°1521 e/ 63 y 64 la plata (casco urbano), pdo. de la plata",1,40,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-330992,"departamento interno de un dormitorio, ubicado en planta baja con patio. cuenta con estar comedor, cocina separada, dormitorio con placar y baño completo."
INMOBUSQUEDAS,$,320000,38000,"diag 113 n°128 e/ 64 y 65 zona universidades bosque, la plata (casco urbano), pdo. de la plata",1,45,['garage optativa'],departamento,https://www.inmobusqueda.com.ar/ficha-338586,"calistro flores servicios inmobiliarios alquila!!!! diagonal 113 nº 128 (64 y 65) piso 1º dpto ""3"" departamento un 1 dormitorio; (frente) (42 metros cuad..."
INMOBUSQUEDAS,$,320000,29000,"56 n°1207 y 19 la plata (casco urbano), pdo. de la plata",1,45,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-345424,"departamento en alquiler de un dormitorio, estar comedor, cocina separada, lavadero cubierto y baño completo. ubicado al contra frente. no se aceptan masc..."
INMOBUSQUEDAS,$,320000,38000,"diag 113 n°128 e/ 64 y 65 zona universidades bosque, la plata (casco urbano), pdo. de la plata",1,45,['garage si'],departamento,https://www.inmobusqueda.com.ar/ficha-376801,"calistro flores servicios inmobiliarios alquila!!!! diagonal 113 nº 128 (64 y 65) piso 1º dpto ""3"" un 1 dormitorio; cochera, (frente) (45 metros cuadrado..."
INMOBUSQUEDAS,$,320000,3000,"22 e/ 42 y 43 la plata (casco urbano), pdo. de la plata",1,39,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-384982,"departamento de 1 dormitorio en 1º piso por escalera. amplio living comedor cocina semi integrada con alacena, bajomesada y extractor. 1 dormitorios ..."
INMOBUSQUEDAS,$,320000,0,"44 e/ 14 y 15 la plata (casco urbano), pdo. de la plata",-,30,"['monoamb', 'garage no']",departamento,https://www.inmobusqueda.com.ar/ficha-388758,monoambiente a estrenar al contrafrente con una superficie aprox de 30 m2. cuenta con ambiente único con cocina integrada y un baño completo con todos sus ...
INMOBUSQUEDAS,$,320000,0,"53 e/ 17 y 18 plaza islas malvinas, la plata (casco urbano), pdo. de la plata",-,30,"['monoamb', 'garage no']",departamento,https://www.inmobusqueda.com.ar/ficha-452467,"monoambiente al frente, muy luminoso, ambiente divisible con placard, cocina equipada, baño completo, patio chico, bajas expensas.- no permiten estudian..."
INMOBUSQUEDAS,$,320000,35000,"68 e/ 7 y 8 plaza españa, la plata (casco urbano), pdo. de la plata",1,60,['garage optativa'],departamento,https://www.inmobusqueda.com.ar/ficha-462629,"68 e/ 7 y 8 departamento en alquiler. consta de cocina comedor, baño completo, dormitorio con placard, lavadero y balcón. excelente vista y luminosidad. ..."
INMOBUSQUEDAS,$,320000,0,"21 y 69 la plata (casco urbano), pdo. de la plata",1,40,['garage no'],departamento,https://www.inmobusqueda.com.ar/ficha-465344,"todas las operaciones son realizadas por la martillera sofia de juana mat.7685 departamento en alquiler de 1 dormitorio, living comedor con balcon, coci..."
